"species","id","genus","family","min.lat","max.lat","med.lat","n","gc.dist","area","mean.size","mean.corallite.size","growth_Veron","depth.lower","depth.upper","IUCN","loc.abundance","clarity.pref","exposure.pref","range.size.Veron","ocean","growth","origin","growth.rate","symbio","clade","larval","strategy"
"Montipora incrassata",1025,"Montipora","Acroporidae",-29.454,28.3799991607666,-14.20380503,206,11171.9819948526,40339116.9881644,NA,1.4,"digitate",30,1,"NT","uncommon","clear","exposed",27200373.52,"pacific","colonial",7.19426336761685,NA,"z",NA,"",""
"Montipora informis",1026,"Montipora","Acroporidae",-31.533,19.3253993988037,-16.7259998321533,344,17787.371149471,60549880.9019641,NA,1.3,"encrusting",15,1.5,"LC","common","clear","exposed",42340220.79,"pacific","colonial",1.75745477691065,NA,"z",NA,"spawner",""
"Montipora kellyi",1027,"Montipora","Acroporidae",-23.3700008392334,-23.3700008392334,-23.3700008392334,1,0,0,NA,0.9,"branching_closed",15,5,"DD","common","clear","broad",295232.6816,"pacific","colonial",2.03229583728031,NA,"z",NA,"",""
"Montipora lobulata",1028,"Montipora","Acroporidae",-22.30666924,19.9990482330322,19.2977,15,6419.81174179133,22452471.0536092,NA,1.3,"submassive",20,1,"VU","rare","clear","broad",13289182.27,"pacific","colonial",2.0969656005648,NA,"z",NA,"",""
"Montipora mactanensis",1029,"Montipora","Acroporidae",-9.34898,-3.09833,-5.47333,5,2374.1323696241,703614.022058548,NA,0.9,"digitate",20,2,"VU","uncommon","clear","broad",7485288.456,"pacific","colonial",1.74096893485878,NA,"z",NA,"",""
"Montipora malampaya",1030,"Montipora","Acroporidae",-9.1179,1.69193,-1.95,6,3774.004718169,1083860.17375309,NA,0.7,"digitate",15,0,"VU","uncommon","clear","exposed",6108198.082,"pacific","colonial",1.76963825484056,NA,"z",NA,"spawner",""
"Montipora meandrina",1031,"Montipora","Acroporidae",-21.1,11.5,-11.28248095,30,9550.73838860559,18911326.0145127,20,0.9,"digitate",50,7,"VU","common","clear","exposed",4381725.766,"pacific","colonial",2.0164361184979,NA,"z",NA,"",""
"Montipora millepora",1032,"Montipora","Acroporidae",-27.46667,28.06222,-13.2881948740539,96,19947.9317144262,64047357.2009641,NA,0.6,"encrusting",47.5,10,"LC","common","clear","protected",36238862.44,"pacific","colonial",2.14909220294389,NA,"z",NA,"",""
"Montipora mollis",1033,"Montipora","Acroporidae",-33.6300010681152,28.5425,-20.4661,177,19901.3595488124,69468598.9108543,NA,0.9,"columnar",40,1,"LC","common","turbid","protected",32817441.64,"pacific","colonial",0.791477334136243,NA,"z","C","spawner",""
"Montipora monasteriata",1034,"Montipora","Acroporidae",-29.5,22.6000003814697,-14.531165,238,17787.371149471,77597829.8751153,NA,1.1,"encrusting",40,1,"LC","common","clear","exposed",37246602.78,"pacific","colonial",2.31809167161678,NA,"z","C","spawner","generalist"
"Montipora niugini",1035,"Montipora","Acroporidae",-10.39999962,-9.34898,-10.09983,5,1219.0403727073,69585.3044217052,30,0.7,"digitate",35,5,"NT","uncommon","clear","protected",8853965.773,"pacific","colonial",1.95447948997486,NA,"z",NA,"",""
"Montipora nodosa",1036,"Montipora","Acroporidae",-29.5,11.5,-15.9166,95,18088.8462331415,38149673.9206957,NA,1.3,"encrusting",30,1,"NT","uncommon","clear","broad",25103814.09,"pacific","colonial",1.4958513766073,NA,"z",NA,"",""
"Montipora orientalis",1037,"Montipora","Acroporidae",-8.664,13.5200004577637,12.15667,3,7353.36055604878,9169692.75352972,NA,1,"columnar",20,2,"VU","rare","clear","broad",6763853.863,"pacific","colonial",2.1994640069699,NA,"z",NA,"",""
"Montipora pachytuberculata",1038,"Montipora","Acroporidae",21.5,21.5,21.5,1,9.50453877449036e-05,0,NA,0.6,"branching_closed",10,1,"DD","uncommon","clear","protected",529607.532,"pacific","colonial",1.85279658010565,NA,"z",NA,"",""
"Montipora palawanensis",1039,"Montipora",NA,NA,NA,NA,NA,NA,NA,200,0.7,"laminar",40,2,"NT","uncommon","clear","exposed",9444410.697,"pacific","colonial",1.86281687333991,NA,"z",NA,"",""
"Montipora patula",1040,"Montipora","Acroporidae",0.800000011920929,28.4318656921387,21.9381027221679,306,3110.65517699634,4827554.09812087,200,0.7,"encrusting",10,1,"VU","common","clear","broad",5419961.049,"pacific","colonial",0.389369461956312,NA,"z","D","spawner",""
"Montipora peltiformis",1041,"Montipora","Acroporidae",-28.8999996185303,16.7632503509521,-14.420650005,114,16774.4405826742,37045152.344059,NA,0.9,"digitate",30,1,"NT","uncommon","clear","broad",32744819.3,"pacific","colonial",3.3311220299643,NA,"z","C","spawner",""
"Montipora porites",1042,"Montipora","Acroporidae",-5.08733,13.5302,0.273465,8,4140.17393071403,4856631.51686312,NA,0.9,"encrusting",25,2,"NT","uncommon","clear","protected",9745262.589,"pacific","colonial",1.74605818830187,NA,"z",NA,"",""
"Montipora samarensis",1043,"Montipora","Acroporidae",-10.81508,-3.86667,-7.38479,6,4320.35442704759,946826.886711154,NA,0.7,"branching_open",15,0,"VU","uncommon","clear","protected",16550581.39,"pacific","colonial",2.15550943654394,NA,"z",NA,"spawner",""
"Montipora saudii",1044,"Montipora","Acroporidae",-21.1,21.5,-10.235,22,5062.57651318272,8883293.78582014,100,0.8,"encrusting",8,1,"NT","uncommon","clear","broad",717596.0685,"pacific","colonial",2.34350986786718,NA,"z",NA,"",""
"Montipora setosa",1045,"Montipora","Acroporidae",-3.09833,-3.03,-3.064165,2,7.62704003389617,0,NA,0.8,"digitate",20,2,"EN","rare","clear","protected",3342683.851,"pacific","colonial",1.45941889016926,NA,"z",NA,"",""
"Montipora solanderi",1046,"Montipora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Montipora spongiosa",1047,"Montipora","Acroporidae",3.11700010299683,12.1294666667,8.5,5,13138.1871273901,1214075.8744092,NA,0.8,"branching_closed",20,1,"LC","uncommon","clear","broad",2542432.584,"pacific","colonial",1.62334165958351,NA,"z",NA,"",""
"Montipora spongodes",1048,"Montipora","Acroporidae",-31.46667,25.53694,-19.1559495948731,104,17590.1664312814,59071567.1416635,NA,1.2,"columnar",22.5,1,"LC","common","clear","exposed",30896475.12,"pacific","colonial",0.792515212789016,NA,"z","C","",""
"Montipora spumosa",1049,"Montipora","Acroporidae",-31.533,25.53694,-18.682665,162,17157.7331655272,50526912.7620782,NA,0.9,"digitate",30,0.5,"LC","common","both","broad",39133138.84,"pacific","colonial",1.96912575493654,NA,"z",NA,"spawner",""
"Montipora stellata",1050,"Montipora","Acroporidae",-28.6350002288818,15.07833,-16.728816032644,192,12357.0053435346,45944097.8051549,NA,0.9,"digitate",20,0,"LC","common","turbid","protected",15361426.39,"pacific","colonial",0.890109813261532,NA,"z","C","spawner",""
"Montipora stilosa",1051,"Montipora","Acroporidae",-21.1,12.2310833333,-10.27,23,3861.84610046756,8251088.89678539,NA,0.8,"encrusting",50,0,"VU","rare","clear","broad",3209455.615,"pacific","colonial",1.90774030626958,NA,"z",NA,"",""
"Montipora striata",1052,"Montipora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"",""
"Montipora taiwanensis",1053,"Montipora","Acroporidae",16.3799991607666,22.6000003814697,19.4899997711181,2,693.580515538638,0,50,0.9,"encrusting",2,NA,"DD","rare","clear","exposed",4893438.952,"pacific","colonial",1.79293435215505,NA,"z",NA,"",""
"Montipora tortuosa",1054,"Montipora","Acroporidae",1.37000000476837,10,7.23777711656189,4,1537.7755412346,143536.63497024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,NA,NA,"z",NA,"spawner",""
"Montipora tuberculosa",1055,"Montipora","Acroporidae",-31.533,28.3799991607666,-16.17633247,399,19886.5922485765,87737259.3677028,NA,1,"laminar",32.5,0.75,"LC","common","both","broad",46174969.73,"pacific","colonial",2.07899218597412,NA,"z","C","spawner",""
"Montipora turgescens",1056,"Montipora","Acroporidae",-29.933,28.3799991607666,-16.7269840240479,255,17705.8495839451,73013779.0649649,NA,1,"columnar",30,0,"LC","common","both","broad",42662186.43,"pacific","colonial",0.208979534305146,NA,"z",NA,"spawner",""
"Montipora turtlensis",1057,"Montipora","Acroporidae",-31.46667,-6.3,-19.25833,74,5161.90424364926,10220508.9869951,NA,0.9,"digitate",20,1,"VU","uncommon","turbid","protected",21098294.71,"pacific","colonial",0.640959770554411,NA,"z","C","spawner",""
"Montipora undata",1058,"Montipora","Acroporidae",-23.1965999603271,14.0625,-16.1138324737549,229,16743.4705037014,43288579.0304749,NA,1.2,"columnar",30,2,"NT","uncommon","clear","exposed",27144018.49,"pacific","colonial",0.572239226012844,26,"z","C","",""
"Montipora venosa",1060,"Montipora","Acroporidae",-31.55,26.37222,-13.506945,173,19887.6786259274,74245640.3762707,NA,1.8,"massive",30,1,"NT","uncommon","both","broad",40198848.32,"pacific","colonial",1.67232234598189,NA,"z","C","spawner","stress-tolerant"
"Montipora verrilli",1061,"Montipora","Acroporidae",-24.3500003814697,28.3799991607666,6.409999847,47,18736.121891907,37806027.9907428,NA,0.8,"encrusting",40,0,"DD","uncommon","clear","broad",8659018.88,"pacific","colonial",0.389369461956312,17.2,"z",NA,"",""
"Montipora verrucosa",1062,"Montipora","Acroporidae",-55.533333,26.1200008392334,-14.2898797994446,336,18868.3685796607,99171863.6218841,NA,1.4,"columnar",37.5,1,"LC","uncommon","clear","exposed",45031628.63,"pacific","colonial",0.895759199865825,23.25,"z","C","spawner","generalist"
"Montipora verruculosa",1063,"Montipora",NA,NA,NA,NA,NA,NA,NA,200,0.8,"encrusting",20,2,"VU","uncommon","clear","exposed",8495281.86,"pacific","colonial",1.53321159681317,NA,"z",NA,"",""
"Montipora vietnamensis",1064,"Montipora","Acroporidae",-8.843,12.25,-8.67968,5,7717.99242528644,7902395.30630241,NA,0.7,"digitate",15,1,"VU","uncommon","clear","broad",12012052.67,"pacific","colonial",2.04792752794803,NA,"z",NA,"",""
"Moseleya latistellata",1065,"Moseleya","Lobophylliidae",-28.7299995422363,20.17,-18.6,234,12446.8277291073,52543189.1524827,25,73,"encrusting",10,0,"VU","uncommon","turbid","protected",5142360.371,"pacific","colonial",36.7999476530715,NA,"z",NA,"spawner",""
"Mussa angulosa",1066,"Mussa","Mussidae",7.237777,30.4191112518311,18.7006,105,18088.6765321071,19192308.9596935,32.285,60,"encrusting",44.5,3.25,"LC","uncommon","clear","broad",4010454.967,"atlantic","both",12.6664006607842,NA,"z","C","",""
"Mussismilia braziliensis",1067,"Mussismilia","Mussidae",-20.489,-16.882778,-17.9475002670288,44,1150.815055942,71762.8644837492,NA,14.9,"massive",NA,NA,"DD","common","clear","broad",1037251.286,"atlantic","colonial",3.9828067883376,8,"z",NA,"spawner",""
"Mussismilia harttii",1068,"Mussismilia","Mussidae",-20.706,9.998330116,-17.890972,50,6228.71883360229,4188834.34799717,100,20,"massive",NA,NA,"DD","common","turbid","protected",1037251.286,"atlantic","colonial",4.62642102784196,NA,"z",NA,"spawner",""
"Mussismilia hispida",1069,"Mussismilia","Mussidae",-24.0216,-5.3967,-18.382472,96,2388.91879969976,1650832.99526647,50,20.5,"massive",NA,NA,"DD","common","turbid","protected",1037251.286,"atlantic","colonial",3.51024295360978,NA,"z",NA,"spawner",""
"Mussismilia leptophylla",654,"Mussismilia",NA,NA,NA,NA,NA,NA,NA,100,10.2,"encrusting",NA,NA,"DD","uncommon","clear","broad",1037251.286,"atlantic","colonial",3.14186134792451,NA,"z",NA,"",""
"Mycedium elephantotus",1070,"Mycedium","Merulinidae",-55.533333,42.369,-16.5605831146241,552,18830.4149665651,136616387.250827,300,10,"encrusting",45,3,"LC","common","clear","protected",40970133.81,"pacific","colonial",0.222233554608846,NA,"z","C","spawner","generalist"
"Mycedium mancaoi",1071,"Mycedium","Merulinidae",-21.1,11.5,-12.1980555,36,12065.005453545,29156905.0100644,NA,7.2,"laminar",NA,NA,"LC","uncommon","clear","protected",25878027.32,"pacific","colonial",0.214782587837404,NA,"z",NA,"",""
"Mycedium robokaki",1072,"Mycedium","Merulinidae",-14.0788,-4.8,-7.3,14,1077.90217126538,393280.565397786,NA,7.2,"laminar",NA,NA,"LC","common","clear","protected",12803416.2,"pacific","colonial",0.25108873396682,NA,"z",NA,"",""
"Mycedium spina",1073,"Mycedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"both","protected",NA,NA,NA,0.888639553111434,NA,"z",NA,"",""
"Mycedium steeni",1074,"Mycedium","Merulinidae",-3.03,6.7767,-1.623335,4,2821.02712885057,192558.590180026,30,3.1,"laminar",30,5,"VU","rare","turbid","protected",2227622.423,"pacific","colonial",0.25108873396682,NA,"z",NA,"",""
"Mycedium umbra",1075,"Mycedium","Merulinidae",-21.1,27.7399997711182,-10.2,23,5894.35581757501,10844926.0334132,100,17,"encrusting",30,5,"LC","common","clear","protected",2258611.804,"pacific","colonial",0.218623661314724,NA,"z",NA,"",""
"Mycetophyllia aliciae",1076,"Mycetophyllia","Mussidae",15.4200000762939,26.5499992370605,21.6914005279541,33,3904.73815272336,2612885.8764386,13.62,20,"encrusting",62.5,14,"LC","common","clear","broad",3772055.817,"atlantic","colonial",1.21207303118985,NA,"z","C","",""
"Mycetophyllia danaana",1077,"Mycetophyllia","Mussidae",9.426670074,22.1014671325684,17.4903917312622,28,2627.52299425281,2036865.14941724,NA,13.8,"encrusting",27.5,15,"LC","common","clear","broad",3772055.817,"atlantic","colonial",2.21646935414203,NA,"z","C","",""
"Mycetophyllia ferox",1078,"Mycetophyllia","Mussidae",9.33833026885986,28,18.3372917175293,54,3904.73815272336,4442196.35517645,17.12,11,"encrusting",30,5,"VU","common","clear","broad",3772055.817,"atlantic","colonial",1.84718978781714,NA,"z","C","brooder","weedy"
"Mycetophyllia lamarckiana",1079,"Mycetophyllia","Mussidae",8.37166023254395,26.5499992370605,18.4395246505738,78,3677.2797058793,4102478.09335426,9.14,18.5,"encrusting",63.3333333333333,10.3333333333333,"LC","common","clear","broad",4115022.212,"atlantic","colonial",1.21207303118985,NA,"z","C","",""
"Mycetophyllia reesi",1080,"Mycetophyllia","Mussidae",9.99193954467773,23.7600002288818,10.7518572807312,18,3097.42710685767,2782730.92528325,NA,10,"laminar",76,20,"DD","uncommon","clear","protected",3559368.782,"atlantic","colonial",1.50284093489916,NA,"z","C","",""
"Nemenzophyllia turbida",1081,"Nemenzophyllia","Scleractinia incertae sedis",-8.5,-0.0235591009259224,-2.3325,4,10710.2445650205,4806962.86748021,200,13,"massive",30,8,"VU","rare","turbid","protected",3072701.389,"pacific","colonial",1.30675365453843,NA,"z",NA,"",""
"Nomlandia californica",1082,"Nomlandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.13675302706616,NA,"az",NA,"",""
"Notocyathus conicus",1083,"Notocyathus","Turbinoliidae",-30.5,34.9099998474121,-5.28000021,109,9023.68219169621,28873045.975975,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,1.31355143029899,NA,"az",NA,"",""
"Notocyathus venustus",1084,"Notocyathus","Turbinoliidae",-20.40999985,32.7230606079102,-5.650000095,147,6306.66634335654,15644859.4791442,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,1.31355143029899,NA,"az",NA,"",""
"Notophyllia etheridgi",1085,"Notophyllia","Dendrophylliidae",-39.3733291625977,-32.7,-36.3899993896484,37,823.200334086655,32164.8866223668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.91138388410812,NA,"az",NA,"",""
"Notophyllia piscacauda",1086,"Notophyllia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.950151743957048,NA,"az",NA,"",""
"Notophyllia recta",1087,"Notophyllia","Dendrophylliidae",-39.473331451416,-32.516,-36.60000038,36,1727.7905497092,552539.500433533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.907548625223781,NA,"az",NA,"",""
"Oculina arbuscula",1088,"Oculina","Oculinidae",30.6149997711182,35.3416709899902,33.5366706848145,28,756.305153517426,30046.4764746891,50,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"atlantic",NA,NA,NA,"z","B","",""
"Oculina diffusa",1089,"Oculina","Oculinidae",10.1642932891846,34.9329986572266,25.764720916748,73,3792.7525868744,7485222.5362626,NA,5.7,"branching_closed",22.5,1.75,"LC","common","clear","broad",8260962.779,"atlantic","colonial",0.827711118092654,NA,"ap","B","",""
"Oculina patagonica",1090,"Oculina","Oculinidae",-34.349998,44.2799987792969,4.96500038964845,2,10908.0562589669,0,NA,3.3,"branching_closed",10,0.5,"LC","uncommon","clear","broad",426222.4066,"atlantic","colonial",0.80558828034653,NA,"z",NA,"",""
"Oculina profunda",1091,"Oculina","Oculinidae",-0.983330011367798,38.2833290100098,36.2299995422363,13,5621.58444516874,82606.2221325858,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.785152191481277,NA,"az",NA,"",""
"Oculina robusta",1092,"Oculina","Oculinidae",10.5805,30.2504348754883,26.2650003433227,10,3057.24111295475,1340681.47641987,NA,3.7,"branching_open",20,0,"DD","common","turbid","protected",NA,"atlantic","colonial",0.905591411112515,NA,"z",NA,"",""
"Oculina tenella",1093,"Oculina","Oculinidae",11.3080558776855,30.2504348754883,26.4076501846314,80,2515.76672749024,1525929.40248494,NA,NA,NA,75,25,"DD",NA,"clear","broad",NA,"atlantic",NA,0.790537529586827,NA,"ap",NA,"",""
"Oculina valenciennesi",1094,"Oculina","Oculinidae",18.2110576629639,32.3330001831055,22.3080167770386,6,3441.15983273768,983613.524869741,NA,2.7,"branching_closed",30,5,"DD","rare","clear","exposed",8260962.779,"atlantic","colonial",0.848573646591866,NA,"z",NA,"",""
"Oculina varicosa",1095,"Oculina","Oculinidae",18.3400001525879,34.25,27.61086,65,3419.71217051849,3795639.66996049,50,4.1,"branching_closed",152,3,"VU","common","clear","protected",3772346.947,"atlantic","colonial",0.905591411112515,NA,"ap",NA,"spawner",""
"Oculina virgosa",1096,"Oculina","Oculinidae",-43.582333,-11,-34.101649,74,5111.71335797458,19306565.0428569,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.856242613204452,NA,"az",NA,"",""
"Orbicella annularis",973,"Orbicella","Merulinidae",-29.4799995422363,32.3330001831055,18.4746170043945,669,15044.6475667045,31577426.1770513,409.935,3.8,"columnar",70.6666666666667,0.266666666666667,"EN","common","clear","broad",NA,"atlantic","colonial",0.249039798479062,7.07648870056497,"z","B","spawner","stress-tolerant"
"Orbicella faveolata",978,"Orbicella","Merulinidae",9.22031688690186,29.7485084533691,18.505916595459,671,4089.37455573159,5558649.75164551,342,NA,NA,40,0.5,"EN","common",NA,NA,NA,"atlantic",NA,0.249039798479062,8.74545454545454,"z","B","spawner","generalist"
"Orbicella franksi",979,"Orbicella","Merulinidae",9.267250061,29.7485084533691,18.5845079421997,402,4089.37455573159,5375362.61363869,257.415,NA,NA,50,5,"VU","common",NA,NA,NA,"atlantic",NA,1.38985278171056,5.21625,"z","C","spawner","generalist"
"Oulangia bradleyi",1097,"Oulangia","Rhizangiidae",2.94505476951599,9.17000007629395,7,19,718.278108846269,232614.868980608,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.711922339421414,NA,"az",NA,"",""
"Oulangia cyathiformis",1098,"Oulangia","Rhizangiidae",-21.39999962,-21.3999996185303,-21.3999996192651,2,0,0,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.71414971211073,NA,"az",NA,"",""
"Oulangia stokesianamiltoni",1099,"Oulangia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Oulangia stokesianastokesiana",1100,"Oulangia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Oulastrea crispata",1101,"Oulastrea","Scleractinia incertae sedis",-15.5333,34.9500007629395,1.0077,37,16968.7467603728,30005929.4590761,NA,5.6,"encrusting",10,0,"LC","common","turbid","exposed",14404282.43,"pacific","colonial",3.17702506035935,NA,"z",NA,"spawner",""
"Oulophyllia bennettae",1102,"Oulophyllia","Merulinidae",-31.533,12.67833,-18.595,167,13117.9746680824,46448183.50121,NA,17.4,"massive",30,1,"NT","uncommon","clear","exposed",27200270.9,"pacific","colonial",0.71283899733958,NA,"z",NA,"spawner",""
"Oulophyllia crispa",1103,"Oulophyllia","Merulinidae",-55.533333,20.9699993133545,-16.6373329181299,426,17675.6805683141,92019454.5446377,100,11.6,"encrusting",40,2,"NT","uncommon","clear","broad",35476144.29,"pacific","colonial",0.311502346047305,21,"z","C","spawner","stress-tolerant"
"Oulophyllia levis",1104,"Oulophyllia",NA,NA,NA,NA,NA,NA,NA,NA,18.1,"encrusting",30,3,"LC","uncommon","clear","broad",16575000.35,"pacific","colonial",0.311502346047305,NA,"z",NA,"",""
